195;naval_base;3274.00;9.50;1736.00;-0.79;8488
195;coastal_bunker;3274.00;9.50;1736.00;-0.79;0
195;synthetic_refinery;3282.00;9.80;1743.00;5.27;0
195;supply_node;3278.00;9.73;1738.00;3.91;0
1;floating_harbor;2961.26;9.50;1363.87;-2.03;9851
62;floating_harbor;3029.73;9.50;1602.92;-1.29;3340
136;floating_harbor;2767.26;9.50;1673.87;-2.03;11136
272;floating_harbor;2544.09;9.50;866.91;-4.56;7972
278;floating_harbor;1929.00;9.50;272.00;-2.08;12364
289;floating_harbor;4403.00;9.50;836.00;-3.14;7292
306;floating_harbor;1593.24;9.50;928.98;0.97;7936
333;floating_harbor;4537.21;9.50;687.70;1.33;12283
4;arms_factory;2345.00;10.25;1070.00;1.22;0
4;arms_factory;2334.00;10.20;1054.00;5.34;0
4;arms_factory;2325.00;10.20;1037.00;5.45;0
4;arms_factory;2337.00;10.23;1081.00;3.29;0
4;arms_factory;2347.00;10.20;1044.00;5.95;0
4;arms_factory;2341.00;10.30;1092.00;2.33;0
4;industrial_complex;2344.00;10.23;1056.00;3.89;0
4;industrial_complex;2347.00;10.30;1099.00;1.73;0
4;industrial_complex;2327.00;10.40;1045.00;4.40;0
4;industrial_complex;2355.00;10.32;1084.00;0.78;0
4;industrial_complex;2336.00;10.20;1067.00;2.34;0
4;industrial_complex;2343.00;10.25;1073.00;0.18;0
4;air_base;2329.00;10.30;1052.00;2.84;0
4;supply_node;2329.00;10.05;1068.00;5.96;0
4;supply_node;2329.00;10.28;1054.00;2.61;0
4;supply_node;2339.00;10.10;1084.00;5.20;0
4;supply_node;2349.00;10.30;1095.00;1.85;0
4;supply_node;2353.00;10.25;1078.00;4.79;0
4;supply_node;2344.00;10.30;1066.00;1.09;0
4;supply_node;2315.00;10.20;1052.00;4.03;0
4;supply_node;2318.00;10.30;1041.00;5.50;0
4;supply_node;2348.00;10.20;1049.00;3.26;0
4;supply_node;2335.00;10.30;1039.00;6.20;0
4;naval_base;2320.00;9.50;1067.00;-1.46;7986
4;naval_base;2348.00;10.20;1103.00;-3.73;8527
4;naval_base;2322.00;9.55;1035.00;0.38;3796
4;naval_base;2331.00;9.78;1033.00;-0.36;3796
4;naval_base;2315.00;10.10;1055.00;-3.14;7986
4;bunker;2344.00;10.23;1056.00;1.45;0
4;bunker;2345.00;10.20;1079.00;4.47;0
4;bunker;2331.00;10.20;1035.00;0.85;0
4;bunker;2309.00;10.15;1043.00;3.52;0
4;bunker;2322.00;10.00;1067.00;5.08;0
4;bunker;2356.00;10.40;1073.00;2.92;0
4;bunker;2345.00;10.40;1064.00;5.58;0
4;bunker;2315.00;10.23;1049.00;1.96;0
4;bunker;2353.00;10.30;1094.00;4.98;0
4;bunker;2323.00;10.00;1061.00;6.19;0
4;coastal_bunker;2307.00;9.50;1046.00;-1.11;0
4;coastal_bunker;2330.00;9.50;1033.00;-0.36;0
4;coastal_bunker;2317.00;9.50;1037.00;0.38;0
4;coastal_bunker;2319.00;9.73;1065.00;-1.46;0
4;coastal_bunker;2356.00;10.10;1099.00;-3.73;0
4;dockyard;2321.00;9.55;1035.00;0.38;0
4;anti_air_building;2344.00;10.23;1070.00;0.41;0
4;anti_air_building;2326.00;10.20;1054.00;4.54;0
4;anti_air_building;2327.00;10.20;1036.00;0.92;0
4;synthetic_refinery;2336.00;10.28;1081.00;2.48;0
4;fuel_silo;2344.00;10.28;1043.00;5.14;0
4;radar_station;2335.00;10.10;1068.00;3.99;0
4;rocket_site;2344.00;10.23;1056.00;4.19;0
4;nuclear_reactor;2346.00;10.30;1099.00;0.92;0
32;arms_factory;2388.00;10.45;990.00;4.10;0
32;arms_factory;2356.00;10.60;1020.00;0.48;0
32;arms_factory;2351.00;10.68;1020.00;3.15;0
32;arms_factory;2373.00;10.35;995.00;6.16;0
32;arms_factory;2402.00;10.70;995.00;1.09;0
32;arms_factory;2364.00;10.30;1007.00;5.21;0
32;industrial_complex;2341.00;10.30;1029.00;1.59;0
32;industrial_complex;2381.00;10.25;1009.00;3.15;0
32;industrial_complex;2392.00;10.32;1000.00;0.99;0
32;industrial_complex;2377.00;10.30;1012.00;3.66;0
32;industrial_complex;2366.00;10.40;995.00;0.04;0
32;industrial_complex;2363.00;10.20;988.00;1.60;0
32;air_base;2382.00;10.40;989.00;5.72;0
32;supply_node;2369.00;10.40;994.00;1.85;0
32;supply_node;2344.00;10.32;1021.00;5.89;0
32;supply_node;2407.00;10.20;1007.00;2.54;0
32;supply_node;2367.00;10.55;1014.00;4.02;0
32;supply_node;2393.00;10.85;987.00;1.78;0
32;supply_node;2349.00;10.40;1003.00;3.25;0
32;supply_node;2392.00;10.30;1008.00;6.19;0
32;supply_node;2336.00;10.35;1007.00;2.49;0
32;naval_base;2335.00;9.50;1023.00;-1.68;3796
32;naval_base;2351.00;9.50;997.00;0.28;4724
32;naval_base;2359.00;9.50;986.00;-1.07;4724
32;naval_base;2331.00;9.50;1008.00;-1.82;9661
32;bunker;2374.00;10.30;1016.00;3.73;0
32;bunker;2360.00;10.23;994.00;3.83;0
32;bunker;2404.00;10.30;1004.00;1.67;0
32;bunker;2401.00;11.55;979.00;4.33;0
32;bunker;2343.00;10.30;1019.00;0.71;0
32;bunker;2387.00;10.25;1010.00;3.73;0
32;bunker;2345.00;10.55;1009.00;0.11;0
32;bunker;2335.00;10.20;1000.00;2.78;0
32;coastal_bunker;2331.00;9.55;1006.00;-1.82;0
32;coastal_bunker;2349.00;9.50;997.00;0.28;0
32;coastal_bunker;2356.00;9.50;991.00;-1.07;0
32;coastal_bunker;2335.00;9.50;1026.00;-1.68;0
32;dockyard;2348.00;9.50;997.00;0.28;0
32;anti_air_building;2342.00;10.30;1015.00;0.62;0
32;anti_air_building;2343.00;10.45;1009.00;1.83;0
32;anti_air_building;2397.00;10.80;991.00;5.95;0
32;synthetic_refinery;2411.00;10.32;1015.00;2.68;0
32;fuel_silo;2340.00;10.40;1010.00;3.90;0
32;radar_station;2374.00;10.10;1004.00;1.81;0
32;rocket_site;2397.00;11.35;977.00;4.40;0
32;nuclear_reactor;2376.00;10.05;1008.00;5.96;0
5;arms_factory;2358.00;10.30;1030.00;1.73;0
5;arms_factory;2389.00;10.35;1046.00;4.40;0
5;arms_factory;2364.00;10.70;1070.00;0.78;0
5;arms_factory;2366.00;10.80;1076.00;2.34;0
5;arms_factory;2366.00;10.40;1092.00;0.18;0
5;arms_factory;2376.00;10.20;1040.00;2.84;0
5;industrial_complex;2355.00;10.40;1030.00;5.50;0
5;industrial_complex;2355.00;10.38;1036.00;2.24;0
5;industrial_complex;2362.00;10.62;1070.00;3.45;0
5;industrial_complex;2364.00;10.70;1076.00;1.29;0
5;industrial_complex;2364.00;10.60;1082.00;2.85;0
5;industrial_complex;2374.00;10.20;1040.00;5.51;0
5;air_base;2378.00;10.00;1045.00;1.90;0
5;supply_node;2359.00;10.40;1060.00;5.50;0
5;supply_node;2370.00;10.70;1073.00;3.26;0
5;supply_node;2370.00;10.50;1088.00;6.20;0
5;supply_node;2397.00;11.10;1066.00;1.39;0
5;supply_node;2379.00;10.60;1062.00;5.43;0
5;supply_node;2371.00;10.23;1042.00;0.63;0
5;supply_node;2355.00;10.40;1034.00;3.57;0
5;supply_node;2391.00;10.60;1047.00;1.33;0
5;supply_node;2383.00;10.15;1026.00;2.80;0
5;naval_base;2363.00;10.20;1097.00;-2.90;8527
5;bunker;2385.00;11.10;1067.00;0.85;0
5;bunker;2364.00;10.55;1087.00;3.52;0
5;bunker;2383.00;10.20;1029.00;5.08;0
5;bunker;2401.00;10.90;1050.00;2.92;0
5;bunker;2371.00;10.20;1037.00;5.58;0
5;bunker;2397.00;11.00;1076.00;1.96;0
5;bunker;2360.00;10.40;1059.00;4.98;0
5;bunker;2362.00;10.15;1038.00;6.19;0
5;bunker;2365.00;10.70;1070.00;4.03;0
5;coastal_bunker;2380.00;10.20;1097.00;-3.93;0
5;dockyard;2365.00;10.20;1097.00;-2.90;0
5;anti_air_building;2358.00;10.35;1059.00;4.63;0
5;anti_air_building;2390.00;11.10;1066.00;2.47;0
5;anti_air_building;2388.00;10.88;1062.00;5.14;0
5;synthetic_refinery;2382.00;11.05;1069.00;0.41;0
5;fuel_silo;2383.00;10.25;1017.00;4.54;0
5;radar_station;2377.00;10.30;1056.00;1.82;0
5;rocket_site;2355.00;10.25;1059.00;2.48;0
5;nuclear_reactor;2407.00;11.38;1065.00;5.14;0
5;floating_harbor;2366.30;9.50;1102.79;0.24;284
3;arms_factory;2323.00;10.00;1099.00;1.73;0
3;arms_factory;2306.00;10.20;1100.00;4.40;0
3;arms_factory;2333.00;10.20;1095.00;0.78;0
3;arms_factory;2323.00;10.20;1078.00;2.34;0
3;arms_factory;2307.00;10.20;1091.00;0.18;0
3;arms_factory;2271.00;10.10;1086.00;2.84;0
3;industrial_complex;2318.00;10.20;1096.00;5.50;0
3;industrial_complex;2316.00;10.20;1086.00;2.24;0
3;industrial_complex;2311.00;10.00;1081.00;3.45;0
3;industrial_complex;2337.00;10.20;1107.00;1.29;0
3;industrial_complex;2331.00;10.25;1090.00;2.85;0
3;industrial_complex;2321.00;10.00;1087.00;5.51;0
3;air_base;2290.00;10.45;1100.00;1.90;0
3;supply_node;2272.00;10.25;1088.00;5.50;0
3;supply_node;2277.00;10.25;1098.00;3.26;0
3;supply_node;2286.00;10.30;1103.00;6.20;0
3;supply_node;2297.00;10.20;1100.00;1.39;0
3;supply_node;2286.00;10.28;1090.00;5.43;0
3;supply_node;2303.00;10.20;1086.00;0.63;0
3;supply_node;2316.00;10.20;1094.00;3.57;0
3;supply_node;2314.00;10.15;1078.00;1.33;0
3;supply_node;2332.00;10.25;1103.00;2.80;0
3;supply_node;2326.00;10.20;1083.00;5.74;0
3;naval_base;2337.00;10.05;1110.00;-3.00;7433
3;naval_base;2284.00;10.10;1108.00;-2.60;9601
3;naval_base;2273.00;9.88;1094.00;-2.55;9601
3;naval_base;2296.00;9.50;1084.00;-1.29;9618
3;naval_base;2275.00;10.20;1102.00;-2.55;9601
3;naval_base;2291.00;9.50;1085.00;0.00;9618
3;naval_base;2306.00;10.05;1102.00;-3.68;7459
3;naval_base;2314.00;10.00;1100.00;-3.31;7459
3;bunker;2295.00;10.28;1100.00;0.41;0
3;bunker;2323.00;10.20;1094.00;1.97;0
3;bunker;2334.00;10.20;1095.00;4.63;0
3;bunker;2289.00;10.25;1108.00;2.47;0
3;bunker;2328.00;10.20;1090.00;5.14;0
3;bunker;2292.00;10.45;1095.00;0.41;0
3;bunker;2299.00;10.15;1085.00;4.54;0
3;bunker;2278.00;10.30;1096.00;0.92;0
3;bunker;2273.00;10.10;1086.00;2.48;0
3;bunker;2307.00;10.00;1079.00;5.14;0
3;coastal_bunker;2282.00;9.50;1085.00;0.00;0
3;coastal_bunker;2269.00;10.15;1089.00;-2.55;0
3;coastal_bunker;2279.00;10.20;1106.00;-2.55;0
3;coastal_bunker;2304.00;9.73;1079.00;-0.38;0
3;coastal_bunker;2292.00;10.10;1110.00;-3.85;0
3;coastal_bunker;2308.00;9.50;1074.00;-1.11;0
3;coastal_bunker;2322.00;9.50;1110.00;-3.00;0
3;coastal_bunker;2322.00;10.00;1100.00;-3.31;0
3;coastal_bunker;2304.00;10.10;1102.00;-3.68;0
3;dockyard;2313.00;9.73;1074.00;0.17;0
3;anti_air_building;2322.00;10.00;1084.00;4.10;0
3;anti_air_building;2319.00;10.20;1091.00;0.48;0
3;anti_air_building;2277.00;10.25;1096.00;3.15;0
3;synthetic_refinery;2316.00;10.00;1073.00;6.16;0
3;fuel_silo;2329.00;10.15;1101.00;1.09;0
3;radar_station;2307.00;10.23;1092.00;0.83;0
3;rocket_site;2328.00;10.25;1079.00;1.59;0
3;nuclear_reactor;2275.00;10.28;1093.00;3.15;0
34;arms_factory;2455.00;11.25;1100.00;0.04;0
34;arms_factory;2385.00;10.30;1093.00;4.17;0
34;arms_factory;2435.00;11.40;1079.00;5.37;0
34;arms_factory;2420.00;10.95;1090.00;3.21;0
34;arms_factory;2448.00;11.05;1113.00;6.23;0
34;arms_factory;2445.00;10.40;1127.00;1.16;0
34;industrial_complex;2442.00;11.07;1085.00;5.28;0
34;industrial_complex;2436.00;11.20;1084.00;0.55;0
34;industrial_complex;2437.00;11.00;1104.00;3.22;0
34;industrial_complex;2388.00;10.28;1089.00;5.88;0
34;industrial_complex;2446.00;11.30;1100.00;3.73;0
34;industrial_complex;2420.00;11.15;1087.00;3.83;0
34;air_base;2450.00;11.25;1110.00;1.67;0
34;supply_node;2426.00;10.40;1110.00;4.97;0
34;supply_node;2432.00;11.40;1075.00;2.73;0
34;supply_node;2448.00;10.90;1118.00;4.20;0
34;supply_node;2463.00;10.90;1074.00;0.86;0
34;supply_node;2433.00;11.00;1095.00;4.90;0
34;supply_node;2452.00;11.30;1099.00;0.09;0
34;supply_node;2445.00;11.35;1062.00;3.03;0
34;supply_node;2415.00;10.85;1092.00;5.62;0
34;supply_node;2435.00;10.30;1128.00;2.27;0
34;supply_node;2404.00;10.38;1101.00;5.20;0
34;supply_node;2448.00;11.10;1082.00;1.50;0
34;supply_node;2412.00;11.15;1075.00;4.44;0
34;supply_node;2392.00;10.40;1085.00;5.92;0
34;naval_base;2388.00;10.20;1093.00;-3.02;9612
34;naval_base;2422.00;9.88;1118.00;-1.74;6662
34;naval_base;2427.00;10.15;1123.00;-1.82;6471
34;naval_base;2398.00;10.25;1098.00;-1.57;9612
34;naval_base;2414.00;10.20;1102.00;-3.14;6662
34;bunker;2418.00;10.25;1100.00;2.34;0
34;bunker;2446.00;11.00;1113.00;0.18;0
34;bunker;2442.00;10.40;1130.00;1.39;0
34;bunker;2460.00;10.93;1080.00;4.40;0
34;bunker;2415.00;11.45;1072.00;0.79;0
34;bunker;2425.00;10.38;1110.00;4.91;0
34;bunker;2393.00;10.93;1079.00;0.18;0
34;bunker;2440.00;11.30;1081.00;2.85;0
34;bunker;2435.00;11.60;1076.00;0.69;0
34;bunker;2449.00;11.55;1064.00;1.90;0
34;bunker;2436.00;11.00;1091.00;4.91;0
34;bunker;2411.00;10.30;1101.00;1.29;0
34;bunker;2454.00;11.30;1100.00;3.96;0
34;coastal_bunker;2406.00;10.23;1108.00;-3.68;0
34;coastal_bunker;2436.00;9.88;1137.00;-3.36;0
34;coastal_bunker;2395.00;9.88;1090.00;-3.02;0
34;coastal_bunker;2420.00;9.50;1106.00;-1.74;0
34;coastal_bunker;2417.00;10.20;1102.00;-3.14;0
34;dockyard;2397.00;9.55;1097.00;-3.02;0
34;anti_air_building;2436.00;10.60;1118.00;4.47;0
34;anti_air_building;2462.00;10.90;1080.00;0.85;0
34;anti_air_building;2410.00;11.40;1066.00;3.87;0
34;synthetic_refinery;2434.00;11.00;1092.00;5.08;0
34;fuel_silo;2446.00;11.25;1104.00;2.92;0
34;radar_station;2427.00;10.55;1096.00;5.88;0
34;rocket_site;2450.00;11.60;1062.00;0.86;0
34;nuclear_reactor;2419.00;10.70;1093.00;3.52;0
30;arms_factory;2427.00;10.95;1033.00;3.66;0
30;arms_factory;2450.00;11.75;1040.00;0.04;0
30;arms_factory;2455.00;11.70;1039.00;1.60;0
30;arms_factory;2425.00;11.05;1050.00;5.72;0
